"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez"
"ENSDARG00000037122",85.1734331270952,-1.42217947061601,0.357065766986282,-3.98296224983854,6.80615700418717e-05,0.00101259298621917,"si:dkey-34l15.2","563197"
"ENSDARG00000102206",24.6805869741977,-1.42531010993819,0.530969273183849,-2.68435516313705,0.00726698624850671,0.0491734531317641,"stc2b","100884139"
"ENSDARG00000086665",60.2077271511138,-1.42853504159434,0.453875580482341,-3.14741550994263,0.00164720702870104,0.0154690517498205,"si:dkey-175g6.2","793455"
"ENSDARG00000004150",68.5796471912477,-1.42924916834576,0.468821848343018,-3.04859761420511,0.00229912205609214,0.0201920287540815,"grm2a","336153"
"ENSDARG00000061145",393.020738948898,-1.43278284854116,0.297453105952513,-4.81683606548016,1.45852419933686e-06,3.19641813611175e-05,"gfod2","777639"
"ENSDARG00000017107",329.003498556325,-1.43510848967559,0.364067596003128,-3.94187372188779,8.08475409757406e-05,0.00117507460366855,"nr2e1","445214"
"ENSDARG00000059936",139.22591813589,-1.44654026376882,0.455726088814325,-3.17414407310391,0.00150279076412318,0.014387863990576,"herc4","557513"
"ENSDARG00000020224",35.0916616620427,-1.44739573666955,0.527384660208915,-2.74447826392255,0.00606071679389892,0.0428025644555048,"si:ch211-225b10.3","557041"
"ENSDARG00000042737",233.108293925409,-1.4473964096135,0.365473759213844,-3.96032922507744,7.48465030024793e-05,0.00109557384013818,"slc52a3","678609"
"ENSDARG00000095649",39.1619059100738,-1.45117773206119,0.524337500143461,-2.76764055911344,0.00564636913801807,0.0405936069035379,"si:dkey-97a13.12","570567"
"ENSDARG00000075915",23.8071619536268,-1.45133506373458,0.471553368974121,-3.07777477423605,0.00208552471996134,0.0187562007709414,NA,NA
"ENSDARG00000021232",473.072174940205,-1.45922995280274,0.311999367212428,-4.67702856528296,2.91061725414556e-06,5.9928883098044e-05,"nkx2.7","30694"
"ENSDARG00000103017",19.9114247008576,-1.46097180016524,0.509784006241891,-2.86586433131841,0.00415872428682582,0.0320479991528234,"xkr5a","497102"
"ENSDARG00000062510",166.843985420099,-1.46495777041667,0.415376140066215,-3.52682214771204,0.000420579175250511,0.00489949450332058,"bcl11ba","100093707"
"ENSDARG00000079497",1073.24111926654,-1.46618151148995,0.26245958526721,-5.58631345087752,2.31940442823306e-08,6.80272087340346e-07,"tcima","541345"
"ENSDARG00000054332",37.6006978547435,-1.47964739639858,0.511237905181194,-2.89424430661917,0.00380072318270283,0.0298948810444681,"trim66","566660"
"ENSDARG00000097683",45.9103751887622,-1.4820859460078,0.505730646121937,-2.93058361673905,0.0033832592763569,0.0273314960588462,"sptbn5","569585"
"ENSDARG00000073723",71.9226074201199,-1.48760211927723,0.436216057746321,-3.41024153710164,0.000649053705605444,0.00711545115382704,"LOC565422","565422"
"ENSDARG00000040358",63.3028726687547,-1.48776924452334,0.426800624036298,-3.48586473574792,0.00049054898084344,0.00558826824457929,"spred3","568925"
"ENSDARG00000056767",171.987790120203,-1.48913623274963,0.364511480455952,-4.08529309114471,4.40212136197058e-05,0.000687459760507473,"itgb3a","564266"
"ENSDARG00000077007",18.5551112578151,-1.49145886940654,0.553232678597606,-2.69589799573527,0.00701991599261878,0.0478153203414048,"abcc8b","100329706"
"ENSDARG00000087251",23.8347789314029,-1.50194009955662,0.520691569309125,-2.88451011709188,0.00392023162124896,0.030600126402076,"si:ch73-50f9.4","799740"
"ENSDARG00000098777",59.7556191679697,-1.50239716291602,0.456890176819635,-3.28831136920923,0.00100790300477952,0.0103787601553301,"crybg2","569677"
"ENSDARG00000056007",29.309827699556,-1.50391226010353,0.451149031538751,-3.33351543496411,0.000857559133800029,0.00908450221659411,"cyb5d1","795592"
"ENSDARG00000088181",54.2670101230295,-1.50442498712927,0.421503548494443,-3.56918700329543,0.000358090758521029,0.00425611803260302,"mpped1","799266"
"ENSDARG00000092260",21.0755309100735,-1.5145858736376,0.494694265275818,-3.06166046374752,0.00220112977178341,0.0195204366861319,"si:ch73-290k24.6","100537620"
"ENSDARG00000045612",784.823192346676,-1.51632185094576,0.320595934343915,-4.72969769266987,2.24854406138146e-06,4.75115748310359e-05,"lrrc10","798207"
"ENSDARG00000075825",34.545604627477,-1.51893595539276,0.476326282895137,-3.18885606345422,0.0014283697999297,0.0137769671892084,"dlec1","555583"
"ENSDARG00000023683",33.7241237578277,-1.52780322782415,0.480189629396786,-3.18166643820146,0.00146430358912959,0.0140479019264706,"cacna1fb","559964"
"ENSDARG00000007349",55.3367695876004,-1.53134940121841,0.501493146136097,-3.05357992031825,0.00226128480687481,0.0199190724807303,"dmrt1","402923"
"ENSDARG00000052011",397.717710200616,-1.53800474441243,0.446011916259299,-3.44834899773907,0.000564024744204354,0.00630344430951795,"rrad","327396"
"ENSDARG00000042213",484.625085930905,-1.54609891065214,0.382613500416123,-4.04088958954829,5.32488254019085e-05,0.000814834881117719,"si:ch211-233h19.2","565175"
"ENSDARG00000060165",49.0500987116919,-1.54957347321607,0.432642784072067,-3.58164640730018,0.00034143570784198,0.00408078835611846,"dnah7","561639"
"ENSDARG00000055552",24.9672006458482,-1.5496668440314,0.463956055922393,-3.34011556536426,0.000837435339999206,0.00888729196783135,"dvl1b","560032"
"ENSDARG00000102636",46.4481104196726,-1.5505737823398,0.419695713975156,-3.69451898294006,0.000220303435813201,0.00278700392699093,"trmt9b","326652"
"ENSDARG00000089515",88.030108632229,-1.55146029863556,0.449481747490502,-3.45166473899665,0.000557139528711833,0.00623832251973111,NA,NA
"ENSDARG00000067537",21.5947755546058,-1.55277924202383,0.537248660661203,-2.89024311407829,0.003849440007616,0.0301774085171519,"pcsk5a","571235"
"ENSDARG00000027079",37.600111763217,-1.55355758044369,0.46589889646825,-3.33453801290462,0.000854412214102549,0.00905523344752909,"znf804a","565294"
"ENSDARG00000026820",46.7476059022049,-1.55627510164133,0.392378167861341,-3.96626323560205,7.30082286200559e-05,0.00107332109668924,"gucy2d","140426"
"ENSDARG00000041205",40.189216773005,-1.55901894052462,0.508645081102506,-3.06504279397608,0.00217638853862395,0.0193885221493356,"slc6a1l","568985"
"ENSDARG00000068240",27.8783752632824,-1.55980250202522,0.578743454372171,-2.69515359567619,0.00703561908623388,0.0478946113373213,"trim110","100536764"
"ENSDARG00000055093",27.8872001012081,-1.56475607217873,0.541243165375457,-2.89104079696465,0.00383968271937336,0.0301109272382917,"cdh27","101882839"
"ENSDARG00000008807",140.427343622875,-1.56778385508886,0.444213607320998,-3.52934675852005,0.000416586889536031,0.00486554504316451,"bokb","394160"
"ENSDARG00000090564",20.1317141766228,-1.57143627608404,0.525712390213408,-2.9891558679949,0.00279749381708011,0.0235598934644879,"LOC100001805","100001805"
"ENSDARG00000058284",40.5605367839217,-1.57723572895493,0.57738755484209,-2.73167600466604,0.00630130739963143,0.0441185064699254,"epha5","797595"
"ENSDARG00000094677",42.4646137366289,-1.58130570968359,0.545931863804001,-2.89652576544113,0.00377319656792597,0.0297229039302089,"si:dkey-92j12.5","560912"
"ENSDARG00000069368",33.3524525787872,-1.58191405685998,0.418179776441155,-3.78285643156296,0.000155038848636106,0.00204701628761926,"nrn1la","100004307"
"ENSDARG00000009471",20.7094999495297,-1.59103913792146,0.577681766552395,-2.75417925585012,0.00588395315433417,0.0418750821920493,"nid2b","570436"
"ENSDARG00000018383",33.6251342897626,-1.5989268660458,0.37918593308019,-4.2167357134202,2.47864182571511e-05,0.000414916951526864,"frzb","30119"
"ENSDARG00000096859",37.1005777457324,-1.59923765963363,0.547946118963977,-2.91860386319985,0.00351602722271605,0.0281557935883224,"si:ch211-286b4.4","100005359"
"ENSDARG00000101777",365.545968571856,-1.60148289899152,0.289077804337012,-5.53997185174578,3.02520268302042e-08,8.6996712766225e-07,"pdlim5a","436927"
"ENSDARG00000074004",29.0988878111746,-1.60777240163667,0.432879399803329,-3.71413470441683,0.000203900168250031,0.002617985417559,"stac","100005402"
"ENSDARG00000102125",54.703828317649,-1.60994622507421,0.427856840373395,-3.76281520629469,0.000168011348877211,0.00219616165070594,"LOC560461","560461"
"ENSDARG00000074081",17.8783700465989,-1.6110416594796,0.597260786938621,-2.69738394803603,0.00698866397042046,0.0476437366540864,"dnai2b","101884977"
"ENSDARG00000110545",33.2722285160676,-1.61757429402832,0.37417346040497,-4.3230599312886,1.53879910334028e-05,0.000270390623367117,NA,NA
"ENSDARG00000004721",11.7159715989257,-1.61954515549146,0.598143658386537,-2.70761903563453,0.00677677634588289,0.0464544078524024,"mpp5b","100422734"
